"Sprite Reference","Continent","Type","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian",""
"Qatar","Asia","Nationality","HUDText","Qatari","PSG_10001220","","","","","","","du Qatar","del Qatar","katarisch","catarí","<gender^NationalityGender=F>
catariana
</gender>
<gender^NationalityGender=M>
catariano
</gender>
","Qatarese","katari","katarski","<gender^NationalityGender=F>
катарская
</gender>
<gender^NationalityGender=M>
катарский
</gender>",""
"Romania","Europe","Nationality","HUDText","Romanian","PSG_10001221","","","","","","","de Roumanie","<gender^NationalityGender=F>
rumena
</gender>
<gender^NationalityGender=M>
rumeno
</gender>","rumänisch","<gender^NationalityGender=F>
rumana
</gender>
<gender^NationalityGender=M>
rumano
</gender>","<gender^NationalityGender=F>
romena
</gender>
<gender^NationalityGender=M>
romeno
</gender>
","Roemeense","román","rumuński","<gender^NationalityGender=F>
румынская
</gender>
<gender^NationalityGender=M>
румынский
</gender>",""
"RussianFederation","Europe","Nationality","HUDText","Russian","PSG_10001222","","","","","","","de Russie","<gender^NationalityGender=F>
russa
</gender>
<gender^NationalityGender=M>
russo
</gender>","russisch","<gender^NationalityGender=F>
rusa
</gender>
<gender^NationalityGender=M>
ruso
</gender>","<gender^NationalityGender=F>
russa
</gender>
<gender^NationalityGender=M>
russo
</gender>
","Russische","orosz","rosyjski","<gender^NationalityGender=F>
российская
</gender>
<gender^NationalityGender=M>
российский
</gender>",""
"Rwanda","Africa","Nationality","HUDText","Rwandan","PSG_10001223","","","","","","","du Rwanda","ruandese","ruandisch","<gender^NationalityGender=F>
ruandesa
</gender>
<gender^NationalityGender=M>
ruandés
</gender>","<gender^NationalityGender=F>
ruandesa
</gender>
<gender^NationalityGender=M>
ruandês
</gender>
","Rwandese","ruandai","ruandyjski","<gender^NationalityGender=F>
руандийская
</gender>
<gender^NationalityGender=M>
руандийский
</gender>",""
"SaintKittsandNevis","North America","Nationality","HUDText","Kittitian-Nevisian","PSG_10001224","","","","","","","de Saint-Christophe-et-Niévès","di Saint Kitts e Nevis","kittsisch-nevisisch","<gender^NationalityGender=F>
sancristobaleña
</gender>
<gender^NationalityGender=M>
sancristobaleño
</gender>","são-cristovense","Saint Kittaanse en Nevisaanse","Saint Kitts és Nevis-i","newiski","<gender^NationalityGender=F>
сент-китская
</gender>
<gender^NationalityGender=M>
сент-китский
</gender>",""
"SaintLucia","North America","Nationality","HUDText","St. Lucian","PSG_10001225","","","","","","","de Sainte-Lucie","di Santa Lucia","lucianisch","santalucense","santa-luciense","St. Luciaanse","St. Lucia-i","lucjański","<gender^NationalityGender=F>
сент-люсийская
</gender>
<gender^NationalityGender=M>
сент-люсийский
</gender>",""
"SaintVincentandtheGrenadines","North America","Nationality","HUDText","St. Vincentian","PSG_10001226","","","","","","","de Saint-Vincent-et-les-Grenadines","di Saint Vincent e Grenadine","vincentisch","<gender^NationalityGender=F>
sanvicentina
</gender>
<gender^NationalityGender=M>
sanvicentino
</gender>","<gender^NationalityGender=F>
são-vicentina
</gender>
<gender^NationalityGender=M>
são-vicentino
</gender>
","St. Vincentaanse","St. Vincent-i","grenadyjski","<gender^NationalityGender=F>
сент-винсентская
</gender>
<gender^NationalityGender=M>
сент-винсентский
</gender>",""
"Samoa","Oceania","Nationality","HUDText","Samoan","PSG_10001227","","","","","","","de Samoa","<gender^NationalityGender=F>
samoana
</gender>
<gender^NationalityGender=M>
samoano
</gender>
","samoanisch","<gender^NationalityGender=F>
samoana
</gender>
<gender^NationalityGender=M>
samoano
</gender>","<gender^NationalityGender=F>
samoana
</gender>
<gender^NationalityGender=M>
samoano
</gender>
","Samoaanse","szamoai","samoański","<gender^NationalityGender=F>
самоанская
</gender>
<gender^NationalityGender=M>
самоанский
</gender>",""
"SanMarino","Europe","Nationality","HUDText","Sammarinese","PSG_10001228","","","","","","","de Saint-Marin","di San Marino","san-marinesisch","sanmarinense","<gender^NationalityGender=F>
samarinesa
</gender>
<gender^NationalityGender=M>
samarinês
</gender>
","San Marinese","San Marinó-i","sanmaryński","<gender^NationalityGender=F>
сан-маринская
</gender>
<gender^NationalityGender=M>
сан-маринский
</gender>",""
"SaoTomeandPrincipe","Africa","Nationality","HUDText","São Toméan","PSG_10001229","","","","","","","de Sao Tomé-et-Principe","di São Tomé e Príncipe","são-toméisch","santotomense","são-tomense","Santomese","São Tomé-i","saotomejski","<gender^NationalityGender=F>
сан-томейская
</gender>
<gender^NationalityGender=M>
сан-томейский
</gender>",""
"SaudiArabia","Asia","Nationality","HUDText","Saudi","PSG_10001230","","","","","","","d'Arabie Saoudite","saudita","saudisch","saudí","saudita","Saoedische","szaúdi","saudyjski","<gender^NationalityGender=F>
саудовская
</gender>
<gender^NationalityGender=M>
саудовский
</gender>",""
"Senegal","Africa","Nationality","HUDText","Senegalese","PSG_10001231","","","","","","","du Sénégal","senegalese","senegalesisch","<gender^NationalityGender=F>
senegalesa
</gender>
<gender^NationalityGender=M>
senegalés
</gender>","<gender^NationalityGender=F>
senegalesa
</gender>
<gender^NationalityGender=M>
senegalês
</gender>
","Senegalese","szenegáli","senegalski","<gender^NationalityGender=F>
сенегальская
</gender>
<gender^NationalityGender=M>
сенегальский
</gender>",""
"Serbia","Europe","Nationality","HUDText","Serbian","PSG_10001232","","","","","","","de Serbie","<gender^NationalityGender=F>
serba
</gender>
<gender^NationalityGender=M>
serbo
</gender>","serbisch","<gender^NationalityGender=F>
serbia
</gender>
<gender^NationalityGender=M>
serbio
</gender>","<gender^NationalityGender=F>
sérvia
</gender>
<gender^NationalityGender=M>
sérvio
</gender>
","Servische","szerb","serbski","<gender^NationalityGender=F>
сербская
</gender>
<gender^NationalityGender=M>
сербский
</gender>",""
"Seychelles","Africa","Nationality","HUDText","Seychellois","PSG_10001233","","","","","","","des Seychelles","delle Seychelles","seychellisch","seychellense","seichelense","Seychelse","Seychelle-szigeteki","seszelski","<gender^NationalityGender=F>
сейшельская
</gender>
<gender^NationalityGender=M>
сейшельский
</gender>",""
"SierraLeone","Africa","Nationality","HUDText","Sierra Leonean","PSG_10001234","","","","","","","de Sierra Leone","leonese","sierra-leonisch","<gender^NationalityGender=F>
sierraleonesa
</gender>
<gender^NationalityGender=M>
sierraleonés
</gender>","<gender^NationalityGender=F>
serra-leonesa
</gender>
<gender^NationalityGender=M>
serra-leonês
</gender>
","Sierra Leoonse","Sierra Leone-i","sierraleoński","<gender^NationalityGender=F>
сьерра-леонская
</gender>
<gender^NationalityGender=M>
сьерра-леонский
</gender>",""
"Singapore","Asia","Nationality","HUDText","Singaporean","PSG_10001235","","","","","","","de Singapour","<gender^NationalityGender=F>
singaporiana
</gender>
<gender^NationalityGender=M>
singaporiano
</gender>","singapurisch","singapurense","singapurense","Singaporese","szingapúri","singapurski","<gender^NationalityGender=F>
сингапурская
</gender>
<gender^NationalityGender=M>
сингапурский
</gender>",""
"Slovakia","Europe","Nationality","HUDText","Slovak","PSG_10001236","","","","","","","de Slovaquie","<gender^NationalityGender=F>
slovacca
</gender>
<gender^NationalityGender=M>
slovacco
</gender>
","slowakisch","<gender^NationalityGender=F>
eslovaca
</gender>
<gender^NationalityGender=M>
eslovaco
</gender>","<gender^NationalityGender=F>
eslovaca
</gender>
<gender^NationalityGender=M>
eslovaco
</gender>
","Slowaakse","szlovák","słowacki","<gender^NationalityGender=F>
словацкая
</gender>
<gender^NationalityGender=M>
словацкий
</gender>",""
"Slovenia","Europe","Nationality","HUDText","Slovenian","PSG_10001237","","","","","","","de Slovénie","<gender^NationalityGender=F>
slovena
</gender>
<gender^NationalityGender=M>
sloveno
</gender>","slowenisch","<gender^NationalityGender=F>
eslovena
</gender>
<gender^NationalityGender=M>
esloveno
</gender>","<gender^NationalityGender=F>
eslovena
</gender>
<gender^NationalityGender=M>
esloveno
</gender>
","Sloveense","szlovén","słoweński","<gender^NationalityGender=F>
словенская
</gender>
<gender^NationalityGender=M>
словенский
</gender>",""
"SolomonIslands","Oceania","Nationality","HUDText","Solomon Islander","PSG_10001238","","","","","","","des Îles Salomon","delle Isole Salomone","salomonisch","salomonense","<gender^NationalityGender=F>
salomônica
</gender>
<gender^NationalityGender=M>
salomônico
</gender>
","Salomonseilandse","Salamon-szigeteki","salomoński","<gender^NationalityGender=F>
соломонская
</gender>
<gender^NationalityGender=M>
соломонский
</gender>",""
"Somalia","Africa","Nationality","HUDText","Somali","PSG_10001239","","","","","","","de Somalie","<gender^NationalityGender=F>
somala
</gender>
<gender^NationalityGender=M>
somalo
</gender>","somalisch","somalí","somali","Somalische","szomáliai","somalijski","<gender^NationalityGender=F>
сомалийская
</gender>
<gender^NationalityGender=M>
сомалийский
</gender>",""
"SouthAfrica","Africa","Nationality","HUDText","South African","PSG_10001240","","","","","","","d'Afrique du Sud","<gender^NationalityGender=F>
sudafricana
</gender>
<gender^NationalityGender=M>
sudafricano
</gender>","südafrikanisch","<gender^NationalityGender=F>
sudafricana
</gender>
<gender^NationalityGender=M>
sudafricano
</gender>","<gender^NationalityGender=F>
sul-africana
</gender>
<gender^NationalityGender=M>
sul-africano
</gender>
","Zuid-Afrikaanse","dél-afrikai","południowoafrykański","<gender^NationalityGender=F>
южноафриканская
</gender>
<gender^NationalityGender=M>
южноафриканский
</gender>",""
"SouthKorea","Asia","Nationality","HUDText","South Korean","PSG_10001241","","","","","","","de Corée du Sud","<gender^NationalityGender=F>
sudcoreana
</gender>
<gender^NationalityGender=M>
sudcoreano
</gender>
","südkoreanisch","<gender^NationalityGender=F>
surcoreana
</gender>
<gender^NationalityGender=M>
surcoreano
</gender>","<gender^NationalityGender=F>
sul-coreana
</gender>
<gender^NationalityGender=M>
sul-coreano
</gender>
","Zuid-Koreaanse","dél-koreai","południowokoreański","<gender^NationalityGender=F>
южнокорейская
</gender>
<gender^NationalityGender=M>
южнокорейский
</gender>",""
"SouthSudan","Africa","Nationality","HUDText","South Sudanese","PSG_10001242","","","","","","","du Soudan du Sud","del Sudan del Sud","südsudanesisch","<gender^NationalityGender=F>
sursudanesa
</gender>
<gender^NationalityGender=M>
sursudanés
</gender>","<gender^NationalityGender=F>
sul-sudanesa
</gender>
<gender^NationalityGender=M>
sul-sudanês
</gender>
","Zuid-Soedanese","dél-szudáni","południowosudański","<gender^NationalityGender=F>
южносуданская
</gender>
<gender^NationalityGender=M>
южносуданский
</gender>",""
"Spain","Europe","Nationality","HUDText","Spanish","PSG_10001243","","","","","","","d'Espagne","<gender^NationalityGender=F>
spagnola
</gender>
<gender^NationalityGender=M>
spagnolo
</gender>
","spanisch","<gender^NationalityGender=F>
española
</gender>
<gender^NationalityGender=M>
español
</gender>","<gender^NationalityGender=F>
espanhola
</gender>
<gender^NationalityGender=M>
espanhol
</gender>
","Spaanse","spanyol","hiszpański","<gender^NationalityGender=F>
испанская
</gender>
<gender^NationalityGender=M>
испанский
</gender>",""
"SriLanka","Asia","Nationality","HUDText","Sri Lankan","PSG_10001244","","","","","","","du Sri Lanka","cingalese","sri-lankisch","<gender^NationalityGender=F>
cingalesa
</gender>
<gender^NationalityGender=M>
cingalés
</gender>","<gender^NationalityGender=F>
cingalesa
</gender>
<gender^NationalityGender=M>
cingalês
</gender>
","Sri Lankaanse","Srí Lanka-i","lankijski","<gender^NationalityGender=F>
шри-ланкийская
</gender>
<gender^NationalityGender=M>
шри-ланкийский
</gender>",""
"Sudan","Africa","Nationality","HUDText","Sudanese","PSG_10001245","","","","","","","du Soudan","sudanese","sudanesisch","<gender^NationalityGender=F>
sudanesa
</gender>
<gender^NationalityGender=M>
sudanés
</gender>","<gender^NationalityGender=F>
sudanesa
</gender>
<gender^NationalityGender=M>
sudanês
</gender>
","Soedanese","szudáni","sudański","<gender^NationalityGender=F>
суданская
</gender>
<gender^NationalityGender=M>
суданский
</gender>",""
"Suriname","South America","Nationality","HUDText","Surinamese","PSG_10001246","","","","","","","du Surinam","surinamese","surinamisch","<gender^NationalityGender=F>
surinamesa
</gender>
<gender^NationalityGender=M>
surinamés
</gender>","<gender^NationalityGender=F>
surinamesa
</gender>
<gender^NationalityGender=M>
surinamês
</gender>
","Surinaamse","suriname-i","surinamski","<gender^NationalityGender=F>
суринамская
</gender>
<gender^NationalityGender=M>
суринамский
</gender>",""
"Swaziland","Africa","Nationality","HUDText","Swazi","PSG_10001247","","","","","","","du Swaziland","dello Swaziland","swasiländisch","suazi","suazi","Swazische","szváziföldi","suazyjski","<gender^NationalityGender=F>
свазилендская
</gender>
<gender^NationalityGender=M>
свазилендский
</gender>",""
"Sweden","Europe","Nationality","HUDText","Swedish","PSG_10001248","","","","","","","de Suède","svedese","schwedisch","<gender^NationalityGender=F>
sueca
</gender>
<gender^NationalityGender=M>
sueco
</gender>","<gender^NationalityGender=F>
sueca
</gender>
<gender^NationalityGender=M>
sueco
</gender>
","Zweedse","svéd","szwedzki","<gender^NationalityGender=F>
шведская
</gender>
<gender^NationalityGender=M>
шведский
</gender>",""
"Switzerland","Europe","Nationality","HUDText","Swiss","PSG_10001249","","","","","","","de Suisse","<gender^NationalityGender=F>
svizzera
</gender>
<gender^NationalityGender=M>
svizzero
</gender>
","schweizerisch","<gender^NationalityGender=F>
suiza
</gender>
<gender^NationalityGender=M>
suizo
</gender>","<gender^NationalityGender=F>
suíça
</gender>
<gender^NationalityGender=M>
suíço
</gender>
","Zwitserse","svájci","szwajcarski","<gender^NationalityGender=F>
швейцарская
</gender>
<gender^NationalityGender=M>
швейцарский
</gender>",""
